cohorte,mes_vida,pozos_en_muestra,petroleo_prom_m3,gas_prom_mm3,boe_prom
2006,0,101,2.1,0.2,967.9
2006,1,101,2.7,0.2,931.0
2006,2,101,3.1,0.2,1189.9
2006,3,101,2.7,0.2,1189.5
2006,4,101,2.9,0.2,1136.3
2006,5,101,3.0,0.2,1027.5
2006,6,101,1.9,0.2,1025.4
2006,7,101,2.7,0.2,1233.0
2006,8,101,3.2,0.2,1234.5
2006,9,101,3.3,0.2,1059.6
2006,10,101,2.5,0.2,1064.4
2006,11,101,3.2,0.2,1077.4
2006,12,101,2.8,0.2,936.4
2006,13,101,2.5,0.2,948.1
2006,14,101,2.3,0.2,1022.6
2006,15,101,2.9,0.2,906.2
2006,16,101,2.3,0.1,803.6
2006,17,101,2.5,0.1,870.1
2006,18,101,2.4,0.2,991.3
2006,19,101,2.6,0.2,1215.6
2006,20,101,2.6,0.2,1255.9
2006,21,101,3.0,0.2,1232.5
2006,22,101,3.0,0.2,1280.6
2006,23,101,3.0,0.2,1364.7
2006,24,101,3.2,0.2,1223.5
2006,25,101,2.6,0.2,1028.2
2006,26,101,2.8,0.2,1045.8
2006,27,101,1.9,0.0,173.0
2006,28,101,0.8,0.0,161.8
2006,29,101,4.6,0.3,1752.2
2006,30,101,5.1,0.4,2107.5
2006,31,101,5.7,0.7,4111.6
2006,32,9,54.0,3.7,22146.6
2006,33,9,103.2,8.2,48921.0
2006,34,9,108.0,9.3,55388.7
2006,35,9,93.1,9.5,56505.9
2006,36,9,97.4,10.8,63937.9
2006,37,9,89.2,10.1,59811.8
2006,38,9,79.1,8.6,50958.8
2006,39,9,72.4,10.4,61581.4
2006,40,9,72.3,10.9,64383.4
2006,41,9,67.4,10.6,62759.9
2006,42,9,58.3,11.1,65421.7
2006,43,9,68.0,14.4,85201.7
2006,44,9,63.8,11.7,69232.7
2006,45,9,76.5,12.6,74429.4
2006,46,9,63.8,11.4,67652.7
2006,47,9,64.1,7.2,43057.2
2006,48,9,69.4,8.3,49356.0
2006,49,9,62.0,8.7,51715.8
2006,50,9,67.6,8.3,48996.0
2006,51,9,65.8,7.2,42872.0
2006,52,9,59.5,7.3,43412.6
2006,53,9,59.5,9.1,53676.0
2006,54,10,72.8,34.7,204650.8
2006,55,10,133.4,47.0,277264.2
2006,56,10,128.2,47.8,282016.8
2006,57,10,114.3,44.5,262786.4
2006,58,11,132.4,43.5,256802.2
2006,59,11,139.0,27.2,160861.8
2006,60,11,127.3,33.9,200532.8
2006,61,13,123.5,20.7,122895.3
2006,62,13,168.4,27.9,165138.6
2006,63,14,170.7,29.5,174909.4
2006,64,15,183.2,44.0,259931.0
2006,65,16,129.0,44.0,259889.6
2006,66,18,137.5,40.6,239571.7
2006,67,20,300.4,139.8,824518.6
2006,68,20,451.1,242.4,1429614.6
2006,69,21,384.5,223.8,1319805.0
2006,70,23,372.8,153.6,906476.9
2006,71,27,342.9,134.8,795801.7
2006,72,30,328.2,144.6,853029.8
2006,73,30,339.9,163.1,962119.5
2006,74,35,322.3,144.4,851785.1
2006,75,37,301.4,130.1,767517.2
2006,76,38,303.2,120.5,711211.7
2006,77,40,305.2,123.0,725973.9
2006,78,43,268.0,116.3,686122.3
2006,79,43,301.5,119.2,703510.4
2006,80,45,289.5,124.4,733786.1
2006,81,45,277.7,127.6,752862.4
2006,82,46,213.0,85.4,504011.3
2006,83,48,228.1,100.0,590253.0
2006,84,52,246.6,126.5,746224.6
2006,85,55,238.8,126.6,746646.0
2006,86,61,261.8,145.3,856692.8
2006,87,65,287.5,162.2,956324.3
2006,88,70,286.2,145.1,855809.2
2006,89,83,277.5,126.2,744597.4
2006,90,88,339.4,142.5,840638.0
2006,91,93,324.2,146.7,865262.2
2006,92,101,306.5,145.2,856364.5
2006,93,101,337.2,152.6,900538.6
2006,94,101,304.1,150.9,890335.3
2006,95,101,287.9,142.0,837793.1
2006,96,101,255.8,129.4,763306.3
2006,97,101,211.7,104.8,618478.9
2006,98,101,218.4,116.1,684677.1
2006,99,101,205.5,119.1,702254.3
2006,100,101,199.0,106.6,628929.3
2006,101,101,175.7,90.5,533903.3
2006,102,101,153.6,85.2,502223.1
2006,103,101,144.1,85.9,506271.2
2006,104,101,156.6,94.4,556737.8
2006,105,101,155.0,93.3,550272.2
2006,106,101,140.9,90.4,532704.2
2006,107,101,137.5,76.9,453624.3
2006,108,101,133.4,73.2,431706.9
2006,109,101,114.4,71.7,422937.5
2006,110,101,120.2,79.3,467466.0
2006,111,101,122.6,78.1,460536.3
2006,112,101,114.4,67.2,396533.8
2006,113,100,110.6,71.5,421260.6
2006,114,101,111.6,67.6,398357.3
2006,115,101,112.5,65.5,386329.9
2006,116,101,100.7,61.8,364486.1
2006,117,101,87.6,57.0,336264.6
2006,118,101,77.3,45.6,268680.5
2006,119,101,79.2,46.5,274408.1
2006,120,101,77.0,45.8,270284.7
2010,0,7,0.0,0.0,0.0
2010,1,7,0.0,0.0,0.0
2010,2,7,0.0,0.0,0.0
2010,3,7,0.0,0.0,0.0
2010,4,7,0.0,0.0,0.0
2010,5,7,0.0,0.0,0.0
2010,6,7,0.0,0.0,0.0
2010,80,5,29.6,8.9,52842.2
2010,81,5,2.0,0.0,12.4
2010,82,5,315.7,38.4,227961.0
2010,83,5,436.4,57.5,341149.8
2010,84,7,174.9,24.7,146635.4
2010,85,7,172.5,21.4,127339.4
2010,86,7,505.7,65.4,388301.7
2010,87,7,531.1,75.8,449735.0
2010,88,7,431.3,65.1,386161.4
2010,89,7,328.0,51.0,302195.4
2010,90,7,298.3,46.9,278006.4
2010,91,7,265.5,41.8,247660.1
2010,92,7,222.6,36.1,213815.1
2010,93,7,228.2,36.1,213735.4
2010,94,7,187.5,29.8,176687.0
2010,95,7,201.3,31.6,186972.1
2010,96,7,187.9,29.4,174079.6
2010,97,7,158.6,25.1,148749.9
2010,98,7,173.8,27.2,161074.0
2010,99,7,121.7,20.4,120756.0
2010,100,7,110.6,16.4,97013.9
2010,101,7,124.4,20.4,121058.3
2010,102,7,39.9,6.5,38466.0
2010,103,7,0.0,0.0,0.0
2010,104,7,0.0,0.0,0.0
2010,105,7,0.0,0.0,0.0
2010,106,7,0.0,0.0,0.0
2010,107,7,0.0,0.0,0.0
2010,108,7,0.0,0.0,0.0
2010,109,7,0.0,0.0,0.0
2010,110,7,0.0,0.0,0.0
2010,111,7,0.0,0.0,0.0
2010,112,7,0.0,0.0,0.0
2010,113,7,0.0,0.0,0.0
2010,114,7,30.1,4.3,25474.1
2010,115,7,39.3,3.3,19670.9
2010,116,7,30.1,2.7,16224.4
2010,117,7,15.8,1.3,7708.3
2010,118,7,1.2,0.1,713.7
2010,119,7,0.0,0.0,0.0
2010,120,7,0.0,0.0,0.0
2011,0,6,88.3,14.2,83960.2
2011,1,6,131.7,9.1,54606.8
2011,2,6,146.5,34.0,201045.3
2011,3,6,179.3,42.8,253333.0
2011,4,6,93.0,31.6,186297.8
2011,5,6,56.4,21.7,128228.0
2011,6,6,48.8,20.9,123265.2
2011,7,6,41.0,18.4,108746.7
2011,8,6,39.9,15.2,89590.5
2011,9,6,75.7,16.9,99979.0
2011,10,6,91.9,13.4,79219.0
2011,11,6,58.7,13.8,81360.8
2011,13,6,27.7,0.0,174.3
2011,15,6,118.5,8.0,47646.7
2011,16,6,32.8,0.9,5670.2
2011,18,6,71.3,26.1,154181.2
2011,20,6,35.4,6.0,35646.5
2011,22,6,125.6,5.9,35292.0
2011,23,6,72.9,6.5,38609.7
2011,24,6,87.9,6.3,37487.8
2011,25,6,158.5,143.0,842878.2
2011,26,6,213.4,250.4,1474947.2
2011,27,6,118.8,266.0,1566506.5
2011,28,6,109.4,12.6,74866.8
2011,29,6,120.6,8.0,47552.5
2011,30,6,41.0,2.8,16913.0
2011,31,6,32.5,1.6,9784.8
2011,32,6,56.9,20.2,119518.7
2011,33,6,43.7,20.5,120648.7
2011,34,6,52.1,12.3,72957.3
2011,35,6,42.0,15.9,93704.7
2011,36,6,41.6,15.0,88669.3
2011,37,6,49.7,16.5,97486.5
2011,38,6,39.4,5.4,32141.7
2011,39,6,294.6,68.2,403237.5
2011,40,6,707.9,181.0,1069926.7
2011,41,6,550.8,143.7,849189.7
2011,42,6,46.5,1.6,9671.0
2011,43,6,440.7,108.0,638420.8
2011,44,6,411.6,107.6,635735.2
2011,45,6,367.1,87.0,514121.3
2011,46,6,288.7,74.1,437680.0
2011,47,6,256.8,68.2,402770.7
2011,48,6,251.2,62.9,371764.2
2011,49,6,201.7,53.0,313502.7
2011,50,6,221.7,61.7,364452.5
2011,51,6,206.2,53.9,318645.8
2011,52,6,190.9,53.3,315211.7
2011,53,6,132.4,38.5,227698.8
2011,54,6,173.0,52.5,310262.5
2011,55,6,140.5,43.7,257954.7
2011,56,6,127.0,38.9,229497.0
2011,57,6,117.9,36.3,214673.3
2011,58,6,74.5,24.4,143822.2
2011,59,6,0.4,0.0,83.5
2011,60,6,0.0,0.0,0.0
2011,61,6,0.0,0.0,1.3
2011,62,6,0.2,0.0,50.3
2011,63,6,0.7,0.1,308.5
2011,64,6,0.2,0.0,138.5
2011,65,6,0.3,0.1,413.8
2011,66,6,0.5,0.0,3.5
2011,67,6,0.5,0.0,2.8
2011,68,6,5.0,0.0,31.3
2011,69,6,0.0,0.0,0.0
2011,70,6,0.0,0.0,0.0
2011,71,6,0.0,0.0,0.0
2011,72,6,0.0,0.0,0.0
2011,73,6,0.0,0.0,0.0
2011,74,6,0.0,0.0,0.0
2011,75,6,0.0,0.0,0.0
2011,76,6,0.0,0.0,0.0
2011,77,6,0.0,0.0,0.0
2011,78,6,206.3,37.6,222519.2
2011,79,6,140.2,42.4,250246.0
2011,80,6,0.0,0.0,0.0
2011,81,6,0.0,0.4,2407.3
2011,82,6,180.9,33.1,195894.8
2011,83,6,61.5,11.9,70286.8
2011,84,6,93.3,32.0,188882.5
2011,85,6,104.9,39.7,234054.5
2011,86,6,122.1,54.2,319828.8
2011,87,6,109.7,41.4,244115.2
2011,88,6,94.1,39.3,231872.5
2011,89,6,81.2,28.5,168085.3
2011,90,6,146.8,29.9,177026.3
2011,91,6,121.9,40.0,236373.8
2011,92,6,78.4,34.8,205502.5
2011,93,5,74.2,21.2,125191.2
2011,94,6,88.9,18.5,109401.2
2011,95,6,67.7,15.8,93532.3
2011,96,6,147.5,63.3,373403.8
2011,97,6,111.2,75.2,443346.3
2011,98,6,98.7,76.8,452871.3
2011,99,6,89.7,81.2,478281.5
2011,100,6,107.8,96.3,567519.7
2011,101,6,70.6,79.8,469951.0
2011,102,6,21.6,2.0,11682.0
2011,103,6,15.2,1.0,6031.0
2011,104,6,52.2,70.8,417076.7
2011,105,6,25.1,27.3,160698.5
2011,106,6,53.4,49.0,288641.8
2011,107,6,75.9,88.5,521251.0
2011,108,6,60.6,88.0,518624.0
2011,109,6,9.0,1.8,10562.8
2011,110,6,11.5,0.7,4467.5
2011,111,6,27.5,3.8,22372.8
2011,112,6,89.5,38.6,227955.7
2011,113,6,89.5,63.9,376566.5
2011,114,6,51.0,57.0,335835.7
2011,115,6,77.7,87.2,513673.5
2011,116,6,19.0,20.1,118390.8
2011,117,6,68.9,28.5,168204.2
2011,118,6,85.2,79.0,465277.8
2011,119,6,126.4,92.6,545810.0
2011,120,6,117.6,90.1,531173.5
2012,0,22,87.2,23.2,137348.0
2012,1,22,148.4,243.7,1435355.5
2012,2,22,144.9,129.3,762112.5
2012,3,22,121.0,102.2,602171.3
2012,4,21,129.3,71.3,420327.1
2012,5,22,112.8,66.7,393392.0
2012,6,21,117.5,68.0,400843.3
2012,7,22,162.6,70.6,416402.4
2012,8,22,169.2,72.0,424912.1
2012,9,22,129.0,91.4,538645.8
2012,10,22,93.7,91.6,539843.9
2012,11,22,90.5,81.3,479161.7
2012,12,22,98.1,49.9,294405.5
2012,13,22,91.4,35.6,210288.0
2012,14,22,89.8,29.5,174129.4
2012,15,22,79.3,51.9,305942.1
2012,16,22,83.2,44.1,260204.5
2012,17,22,67.0,41.8,246524.7
2012,18,22,71.6,37.6,221474.1
2012,19,22,59.3,38.6,227609.3
2012,20,22,54.5,41.3,243436.7
2012,21,22,41.2,34.2,201468.5
2012,22,22,65.7,27.9,164631.9
2012,23,22,45.5,34.4,202542.2
2012,24,22,43.4,31.2,183662.2
2012,25,22,66.2,34.2,201957.3
2012,26,22,62.8,37.7,222264.0
2012,27,22,52.2,32.2,189966.5
2012,28,22,46.3,29.5,173656.7
2012,29,22,50.3,31.1,183658.3
2012,30,22,42.7,23.2,136690.1
2012,31,22,50.9,12.7,74816.5
2012,32,22,44.9,35.3,208213.5
2012,33,21,33.0,51.4,302539.0
2012,34,22,36.1,52.8,311014.0
2012,35,22,27.3,27.9,164422.0
2012,36,22,40.6,27.5,162070.5
2012,37,22,31.2,26.3,155203.9
2012,38,22,33.5,31.0,182699.5
2012,39,22,30.3,31.9,187994.6
2012,40,22,30.3,30.1,177139.0
2012,41,22,34.7,24.0,141557.9
2012,42,22,34.2,22.8,134226.7
2012,43,22,31.0,22.4,132307.3
2012,44,22,30.9,23.1,136422.5
2012,45,22,25.7,21.8,128416.4
2012,46,22,27.4,33.6,197821.7
2012,47,22,59.8,19.1,112743.3
2012,48,22,50.3,20.2,118946.7
2012,49,22,38.3,13.3,78515.3
2012,50,22,19.8,11.3,66611.6
2012,51,22,20.2,10.3,60693.8
2012,52,22,24.0,10.6,62760.5
2012,53,22,33.8,9.1,53803.3
2012,54,22,33.9,15.8,93326.5
2012,55,22,44.6,15.2,89935.6
2012,56,22,39.4,13.8,81632.0
2012,57,22,33.5,9.5,56236.1
2012,58,22,23.3,5.2,30956.3
2012,59,22,19.2,7.2,42443.6
2012,60,22,30.0,23.8,140069.6
2012,61,22,30.9,11.1,65463.5
2012,62,22,42.4,10.0,59253.8
2012,63,22,39.5,9.3,54746.0
2012,64,22,34.4,3.9,23295.8
2012,65,22,34.0,2.9,17133.0
2012,66,22,35.9,4.3,25801.0
2012,67,22,34.1,6.2,36747.3
2012,68,22,31.4,5.2,30840.0
2012,69,22,31.2,6.0,35605.8
2012,70,22,29.7,6.9,41016.5
2012,71,22,28.0,32.3,190087.0
2012,72,22,31.3,24.0,141610.8
2012,73,21,36.5,20.6,121473.2
2012,74,22,31.2,23.7,139769.5
2012,75,22,28.1,7.9,46473.0
2012,76,21,26.0,21.9,129243.2
2012,77,22,28.4,14.9,87643.1
2012,78,21,29.4,10.9,64531.8
2012,79,21,21.4,3.1,18352.9
2012,80,20,25.8,3.4,20320.4
2012,81,21,26.0,4.0,23926.5
2012,82,22,23.5,3.1,18628.7
2012,83,22,20.6,13.8,81344.8
2012,84,21,24.6,12.1,71640.3
2012,85,22,24.0,16.0,94521.0
2012,86,22,23.6,15.6,92166.1
2012,87,22,25.1,13.0,76954.4
2012,88,22,25.5,10.7,62849.0
2012,89,22,22.3,13.7,80970.0
2012,90,22,20.2,11.3,66452.4
2012,91,22,20.0,12.1,71067.5
2012,92,22,19.8,10.0,59161.9
2012,93,22,30.4,10.9,64520.5
2012,94,22,25.5,10.0,58938.1
2012,95,22,22.2,9.6,56684.3
2012,96,22,20.4,10.6,62558.3
2012,97,22,16.9,9.3,54649.9
2012,98,22,13.7,10.4,61563.8
2012,99,22,14.0,9.5,56142.3
2012,100,22,16.2,9.8,57873.2
2012,101,22,15.8,10.8,63431.9
2012,102,22,14.6,10.4,61581.1
2012,103,22,16.1,11.1,65487.8
2012,104,22,15.8,10.2,60417.0
2012,105,22,17.8,10.0,58797.1
2012,106,22,15.6,11.0,65053.2
2012,107,22,18.4,11.5,67629.6
2012,108,22,17.4,10.7,62960.2
2012,109,22,26.4,12.2,71699.4
2012,110,22,25.7,10.9,64218.7
2012,111,22,22.0,11.8,69645.2
2012,112,22,17.6,10.7,62947.0
2012,113,22,19.3,11.3,66505.4
2012,114,22,20.8,10.7,63078.6
2012,115,22,22.8,10.4,61199.4
2012,116,22,19.7,9.5,55760.1
2012,117,22,19.4,13.2,77686.6
2012,118,22,20.1,9.1,53444.8
2012,119,22,18.9,7.0,41278.6
2012,120,22,18.9,6.4,37618.6
2013,0,68,200.0,39.7,234779.3
2013,1,65,462.4,137.8,814002.0
2013,2,67,386.9,113.7,671711.0
2013,3,65,312.6,132.7,782800.0
2013,4,67,286.5,109.5,646224.5
2013,5,67,262.5,101.1,596635.3
2013,6,68,253.2,100.4,592354.0
2013,7,68,240.8,151.1,890640.5
2013,8,68,218.3,127.9,754092.6
2013,9,68,178.7,111.9,659654.8
2013,10,68,155.4,100.7,593766.2
2013,11,68,140.0,96.1,566565.9
2013,12,68,151.2,95.8,564946.8
2013,13,68,135.6,76.5,451120.5
2013,14,68,138.9,76.0,448291.6
2013,15,68,129.7,78.2,461026.5
2013,16,68,129.9,59.3,349736.4
2013,17,68,118.8,57.9,341573.8
2013,18,68,99.5,51.3,302615.3
2013,19,68,89.4,46.0,271226.8
2013,20,67,101.9,50.2,296357.1
2013,21,68,106.7,48.3,284814.2
2013,22,68,97.6,45.4,268052.6
2013,23,68,86.0,47.1,277988.0
2013,24,68,84.3,41.3,243660.7
2013,25,68,73.9,39.1,230486.6
2013,26,68,76.7,38.2,225045.2
2013,27,68,67.1,35.7,210643.3
2013,28,67,67.3,33.8,199397.6
2013,29,67,67.8,34.5,203437.1
2013,30,68,66.2,36.1,213101.9
2013,31,68,77.6,35.0,206666.0
2013,32,68,72.2,28.6,168919.8
2013,33,68,73.9,31.8,187550.8
2013,34,68,67.9,31.2,183916.2
2013,35,68,72.5,32.5,191910.3
2013,36,68,77.3,31.1,183282.5
2013,37,68,82.9,33.9,200021.1
2013,38,68,92.0,35.8,211576.6
2013,39,68,79.4,31.8,187947.5
2013,40,68,76.8,33.6,198188.1
2013,41,68,75.1,34.5,203499.1
2013,42,68,66.0,31.7,187154.1
2013,43,68,64.7,31.0,182663.5
2013,44,68,67.7,29.3,173025.3
2013,45,68,56.6,27.2,160541.2
2013,46,68,54.7,28.3,167088.1
2013,47,68,56.8,29.2,172417.8
2013,48,68,51.7,27.5,162349.8
2013,49,68,45.3,24.8,146528.2
2013,50,68,47.3,24.4,144186.0
2013,51,68,49.2,23.3,137244.5
2013,52,68,46.7,22.2,130761.2
2013,53,68,48.7,23.7,139979.6
2013,54,68,51.9,26.6,156814.1
2013,55,68,49.3,37.6,221788.0
2013,56,68,47.7,39.0,230014.7
2013,57,68,46.7,37.1,218647.0
2013,58,68,39.8,37.3,219735.9
2013,59,68,36.7,36.6,215610.1
2013,60,68,34.9,33.2,195805.2
2013,61,66,38.4,36.8,216735.0
2013,62,66,36.5,36.9,217188.2
2013,63,66,34.0,33.4,196751.7
2013,64,66,35.5,29.1,171258.9
2013,65,66,36.3,27.4,161731.9
2013,66,65,35.0,30.0,177077.3
2013,67,65,34.4,29.0,170953.0
2013,68,65,40.5,31.6,186065.8
2013,69,65,40.3,28.4,167133.8
2013,70,64,39.2,33.5,197163.5
2013,71,64,54.3,41.0,241564.2
2013,72,65,41.9,33.2,195697.3
2013,73,65,33.8,38.9,229190.8
2013,74,65,29.3,38.1,224554.5
2013,75,65,27.6,30.8,181532.4
2013,76,65,42.1,25.9,152537.4
2013,77,65,36.3,25.4,149441.3
2013,78,65,34.0,30.8,181704.5
2013,79,65,35.2,27.2,160413.2
2013,80,65,30.7,18.8,110812.0
2013,81,65,28.4,18.1,106555.7
2013,82,65,30.7,24.2,142655.5
2013,83,65,30.1,18.4,108654.4
2013,84,65,26.5,18.7,110095.9
2013,85,65,24.4,15.4,90863.2
2013,86,65,27.6,12.7,74646.0
2013,87,65,33.4,15.9,94012.6
2013,88,65,31.2,14.4,84968.2
2013,89,65,29.2,13.0,76972.0
2013,90,65,27.4,11.3,66708.4
2013,91,65,29.6,11.1,65730.2
2013,92,65,27.9,13.9,82183.3
2013,93,65,29.8,13.3,78334.8
2013,94,65,32.3,27.7,163539.1
2013,95,65,26.0,16.0,94091.1
2013,96,65,20.4,13.0,76475.1
2013,97,65,17.3,9.2,54451.5
2013,98,65,19.8,8.4,49853.1
2013,99,65,24.0,16.5,97375.2
2013,100,65,24.5,22.3,131245.1
2013,101,65,26.0,13.2,77894.6
2013,102,65,26.1,24.8,146014.9
2013,103,65,30.7,22.0,129911.0
2013,104,65,23.3,21.1,124519.2
2013,105,65,19.6,17.6,103752.1
2013,106,65,15.8,19.1,112381.6
2013,107,65,17.9,18.2,107400.0
2013,108,65,20.3,20.7,121708.6
2013,109,65,16.4,17.0,100087.2
2013,110,65,23.2,17.0,100015.0
2013,111,65,20.7,16.3,95792.1
2013,112,65,21.1,17.7,104383.3
2013,113,65,16.3,18.0,106210.9
2013,114,65,14.4,14.9,87836.0
2013,115,65,15.5,14.0,82512.1
2013,116,64,17.7,10.9,64531.5
2013,117,64,14.3,9.8,57759.0
2013,118,64,17.4,17.3,102028.2
2013,119,64,19.1,18.5,109045.2
2013,120,64,20.8,18.7,110014.1
2014,0,190,31.0,8.1,47620.8
2014,1,118,222.6,57.8,341708.6
2014,2,161,380.6,122.0,720403.7
2014,3,171,554.2,289.9,1710128.5
2014,4,183,623.8,384.0,2263997.9
2014,5,184,597.3,385.7,2273950.0
2014,6,187,529.7,346.3,2041701.0
2014,7,189,439.8,309.4,1823719.6
